competition,event,race,code,position,nationality,time,crew
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R1,2,POL1,07:05.1,"PSZCZOLKOWSKI, Patryk; PSZCZOLKOWSKI, Bartosz"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R1,3,JPN,07:09.2,"KOBAYASHI, Masato; ITO, Kiyotaka"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R1,4,POL2,07:16.0,"KRYMSKI, Radoslaw; MAKOWSKI, Lukasz"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R2,1,AUS,06:57.5,"PURCELL, Darryn; FOOT, Alister"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R2,2,BUL,06:58.3,"KARAIVANOV, Zlatko; VITANOV, Vassil"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R2,3,TUR2,06:59.1,"OZKAN, Engin; KANDEMIR, Huseyin"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R2,4,AUT2,07:03.0,"SIGL, Dominik; HELLMEIER, Joschka"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Repechage,R2,5,HUN,07:07.8,"KRPESICS, Peter; VERMES, Peter"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,1,SUI,06:47.7,"NIEPMANN, Simon; TRAMER, Lucas"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,2,CZE,06:48.0,"KOPAC, Jiri; VRASTIL JR, Miroslav"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,3,FRA,06:48.1,"DURET, Clement; ONFROY, Theophile"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,4,TUR1,06:54.0,"YUMRUKAYA, Ahmet; YILMAZ, Cem"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,5,BUL,06:59.6,"KARAIVANOV, Zlatko; VITANOV, Vassil"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 1,6,JPN,07:01.6,"KOBAYASHI, Masato; ITO, Kiyotaka"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,1,GBR,06:51.6,"CLEGG, Jonathan; SCRIMGEOUR, Sam"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,2,AUS,06:53.7,"PURCELL, Darryn; FOOT, Alister"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,3,ITA2,06:55.9,"GRAVINA, Guido; DI SEYSSEL, Alberto"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,4,TUR2,06:58.3,"OZKAN, Engin; KANDEMIR, Huseyin"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,5,POL1,07:06.5,"PSZCZOLKOWSKI, Patryk; PSZCZOLKOWSKI, Bartosz"
2014 World Rowing Cup III,LM2-,Lightweight Men's Pair - Semifinal,SA/B 2,6,GRE,07:11.3,"KONSOLAS, Georgios; AFENTOULIS, Nikolaos"
2014 World Rowing Cup III,LM4x,Lightweight Men's Quadruple Sculls - Final,FA,1,DEN,06:03.6,"NIELSEN, Christian; NILTON, Jannik; ESPENSEN, Emil; NIELSEN, Jens"
2014 World Rowing Cup III,LM4x,Lightweight Men's Quadruple Sculls - Final,FA,2,GER,06:05.8,"THIEM, Christoph; SCHOEMANN-FINCK, Jost; SCHOEMANN-FINCK, Matthias; WIELER, Michael"
2014 World Rowing Cup III,LM4x,Lightweight Men's Quadruple Sculls - Final,FA,3,HKG1,06:08.8,"CHOW, Kwong Wing; LOK, Kwan Hoi; TANG, Chiu Mang; KWAN, Ki Cheong"
2014 World Rowing Cup III,LM4x,Lightweight Men's Quadruple Sculls - Final,FA,4,HKG2,06:14.9,"HUANG, Zhongming; LAW, Hiu Fung; LEUNG, Chun Shek; WONG, Wai Kin"
2014 World Rowing Cup III,LM4x,Lightweight Men's Quadruple Sculls - Final,FA,5,INA,06:17.2,"HADID, Tanzil; ISADI, Ardi; YAKIN, Muhad; IHRAM, Ihram"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,1,FRA1,07:09.5,"PIQUERAS, Damien"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,2,GBR,07:11.2,"FREEMAN-PASK, Adam"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,3,SUI2,07:15.8,"WIEDERKEHR, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,4,AUS,07:16.1,"WILSON, James"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,5,JPN,07:24.5,"NAKANO, Hiroshi"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H1,6,RSA,08:17.0,"NDLOVU, Lawrence"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H2,1,GER,07:09.9,"LAWITZKE, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H2,2,SLO1,07:12.6,"HRVAT, Rajko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H2,3,FRA2,07:17.9,"PILAT, Alexandre"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H2,4,BUL,07:19.9,"VASILEV, Nedelcho"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H2,5,SLO2,07:45.5,"BOLHA, Marko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H3,1,SUI1,07:07.0,"SCHMID, Michael"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H3,2,GRE1,07:10.0,"GIANNAROS, Spyridon"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H3,3,DEN1,07:15.7,"JENSEN, Steffen"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H3,4,DEN2,07:18.6,"NOERLEM, Peter"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Heat,H3,5,SRB,07:34.3,"STANOJEVIC, Milos"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,1,SUI1,07:14.1,"SCHMID, Michael"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,2,FRA1,07:16.8,"PIQUERAS, Damien"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,3,GER,07:16.9,"LAWITZKE, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,4,GRE1,07:17.1,"GIANNAROS, Spyridon"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,5,GBR,07:19.6,"FREEMAN-PASK, Adam"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FA,6,SLO1,07:22.6,"HRVAT, Rajko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,1,SRB,07:12.4,"STANOJEVIC, Milos"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,2,BUL,07:13.0,"VASILEV, Nedelcho"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,3,DEN1,07:13.9,"JENSEN, Steffen"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,4,DEN2,07:14.8,"NOERLEM, Peter"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,5,AUS,07:20.7,"WILSON, James"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FB,6,FRA2,07:23.2,"PILAT, Alexandre"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FC,1,JPN,07:17.8,"NAKANO, Hiroshi"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FC,2,SUI2,07:22.2,"WIEDERKEHR, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Final,FC,3,SLO2,07:48.9,"BOLHA, Marko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R1,1,SRB,07:23.9,"STANOJEVIC, Milos"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R1,2,DEN1,07:24.1,"JENSEN, Steffen"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R1,3,BUL,07:26.7,"VASILEV, Nedelcho"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R1,4,SUI2,07:33.8,"WIEDERKEHR, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R1,5,RSA,07:34.9,"NDLOVU, Lawrence"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R2,1,DEN2,07:20.7,"NOERLEM, Peter"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R2,2,FRA2,07:21.2,"PILAT, Alexandre"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R2,3,AUS,07:22.0,"WILSON, James"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R2,4,JPN,07:22.8,"NAKANO, Hiroshi"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Repechage,R2,5,SLO2,07:51.7,"BOLHA, Marko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,1,SUI1,07:16.1,"SCHMID, Michael"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,2,SLO1,07:18.2,"HRVAT, Rajko"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,3,FRA1,07:19.4,"PIQUERAS, Damien"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,4,FRA2,07:22.5,"PILAT, Alexandre"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,5,BUL,07:30.6,"VASILEV, Nedelcho"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,6,SRB,07:34.8,"STANOJEVIC, Milos"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,1,GBR,07:18.0,"FREEMAN-PASK, Adam"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,2,GER,07:18.6,"LAWITZKE, Daniel"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,3,GRE1,07:19.9,"GIANNAROS, Spyridon"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,4,DEN1,07:20.7,"JENSEN, Steffen"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,5,DEN2,07:28.1,"NOERLEM, Peter"
2014 World Rowing Cup III,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,6,AUS,07:34.8,"WILSON, James"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,1,CAN,07:08.3,"JENNERICH, Lindsay; OBEE, Patricia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,2,ITA,07:09.2,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,3,POL,07:25.5,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,4,ARG,07:29.7,"PALERMO, Lucia; WILVERS, Karina"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,5,JPN,07:32.6,"WAKAI, Eri; SUEHIRO, Asumi"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H1,6,INA,08:04.7,"ROKAYAH, Yaah; DAIMOI, Maryam"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H2,1,SWE,07:13.9,"LILJA, Cecilia; FREDH, Emma"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H2,2,GER,07:17.3,"PLESS, Leonie; NOSKE, Anja"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H2,3,AUS2,07:20.3,"MIANSAROW, Georgia; NESBITT, Georgia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H2,4,CZE2,07:26.8,"PAZDERKOVA, Marketa; CVANCAROVA, Denisa"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H2,5,FRA,07:32.5,"LECLERC, Camille; JUNG, Rachel"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H3,1,GBR,07:05.9,"WALSH, Imogen; COPELAND, Katherine"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H3,2,AUS1,07:08.6,"MCNAMARA, Alice; FLECKER, Ella"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H3,3,RSA,07:13.2,"MCCANN, Kirsten; GROBLER, Ursula"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H3,4,DEN,07:19.2,"OLSEN, Helene; HOLMEGAARD, Runge"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Heat,H3,5,CZE1,07:36.9,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,1,GBR,07:08.2,"WALSH, Imogen; COPELAND, Katherine"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,2,AUS1,07:10.4,"MCNAMARA, Alice; FLECKER, Ella"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,3,CAN,07:10.8,"JENNERICH, Lindsay; OBEE, Patricia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,4,ITA,07:11.7,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,5,SWE,07:13.9,"LILJA, Cecilia; FREDH, Emma"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FA,6,POL,07:20.7,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,1,DEN,07:14.6,"OLSEN, Helene; HOLMEGAARD, Runge"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,2,GER,07:16.8,"PLESS, Leonie; NOSKE, Anja"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,3,CZE1,07:18.2,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,4,RSA,07:20.2,"MCCANN, Kirsten; GROBLER, Ursula"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,5,AUS2,07:21.9,"MIANSAROW, Georgia; NESBITT, Georgia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FB,6,ARG,07:26.2,"PALERMO, Lucia; WILVERS, Karina"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FC,1,CZE2,07:18.8,"PAZDERKOVA, Marketa; CVANCAROVA, Denisa"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FC,2,FRA,07:24.2,"LECLERC, Camille; JUNG, Rachel"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FC,3,JPN,07:25.7,"WAKAI, Eri; SUEHIRO, Asumi"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Final,FC,4,INA,07:30.5,"ROKAYAH, Yaah; DAIMOI, Maryam"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R1,1,POL,07:23.6,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R1,2,RSA,07:25.9,"MCCANN, Kirsten; GROBLER, Ursula"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R1,3,CZE1,07:26.6,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R1,4,CZE2,07:29.7,"PAZDERKOVA, Marketa; CVANCAROVA, Denisa"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R1,5,INA,07:49.0,"ROKAYAH, Yaah; DAIMOI, Maryam"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R2,1,DEN,07:25.3,"OLSEN, Helene; HOLMEGAARD, Runge"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R2,2,AUS2,07:28.5,"MIANSAROW, Georgia; NESBITT, Georgia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R2,3,ARG,07:30.8,"PALERMO, Lucia; WILVERS, Karina"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R2,4,FRA,07:36.1,"LECLERC, Camille; JUNG, Rachel"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Repechage,R2,5,JPN,07:37.6,"WAKAI, Eri; SUEHIRO, Asumi"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,1,GBR,07:02.3,"WALSH, Imogen; COPELAND, Katherine"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,2,CAN,07:03.7,"JENNERICH, Lindsay; OBEE, Patricia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,3,POL,07:05.4,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,4,GER,07:06.0,"PLESS, Leonie; NOSKE, Anja"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,5,AUS2,07:14.6,"MIANSAROW, Georgia; NESBITT, Georgia"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,6,CZE1,07:23.8,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,1,AUS1,07:03.4,"MCNAMARA, Alice; FLECKER, Ella"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,2,ITA,07:04.3,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,3,SWE,07:05.1,"LILJA, Cecilia; FREDH, Emma"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,4,RSA,07:05.4,"MCCANN, Kirsten; GROBLER, Ursula"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,5,DEN,07:08.9,"OLSEN, Helene; HOLMEGAARD, Runge"
2014 World Rowing Cup III,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,6,ARG,07:16.8,"PALERMO, Lucia; WILVERS, Karina"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H1,1,GRE1,07:53.6,"NIKOLAIDOU, Aikaterini"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H1,2,AUT1,07:59.2,"BORZACCHINI, Stefanie"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H1,3,ITA,08:00.8,"POLLINI, Giulia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H1,4,AUS,08:05.9,"SIMMONDS, Maia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H1,5,HKG,08:12.2,"LEE, Ka Man"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H2,1,NZL,07:50.6,"EDWARD, Julia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H2,2,NED2,07:53.3,"VAN HOOGENHUIJZE, Nienke"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H2,3,GER2,08:01.5,"DRAEGER, Marie-Louise"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H2,4,GRE2,08:04.1,"TSIAVOU, Amalia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H2,5,JPN1,08:05.5,"UEDA, Kanako"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H3,1,NED1,07:54.5,"FRENKEN, Marie-Anne"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H3,2,DEN,07:57.2,"PULTZ, Christina"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H3,3,RSA,07:58.0,"JOHNSTONE, Kate"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Heat,H3,4,JPN2,08:01.5,"FUKUMOTO, Atsumi"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,1,NZL,07:55.0,"EDWARD, Julia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,2,GRE1,07:57.8,"NIKOLAIDOU, Aikaterini"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,3,NED1,07:57.9,"FRENKEN, Marie-Anne"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,4,GER2,08:00.6,"DRAEGER, Marie-Louise"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,5,NED2,08:01.4,"VAN HOOGENHUIJZE, Nienke"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FA,6,AUT1,08:07.1,"BORZACCHINI, Stefanie"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,1,RSA,07:59.1,"JOHNSTONE, Kate"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,2,ITA,08:00.7,"POLLINI, Giulia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,3,JPN2,08:05.2,"FUKUMOTO, Atsumi"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,4,DEN,08:05.2,"PULTZ, Christina"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,5,GRE2,08:09.2,"TSIAVOU, Amalia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FB,6,AUS,08:14.0,"SIMMONDS, Maia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FC,1,JPN1,08:05.5,"UEDA, Kanako"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Final,FC,2,HKG,08:06.0,"LEE, Ka Man"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Repechage,R1,1,GRE2,08:12.3,"TSIAVOU, Amalia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Repechage,R1,2,JPN2,08:12.4,"FUKUMOTO, Atsumi"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Repechage,R1,3,AUS,08:16.4,"SIMMONDS, Maia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Repechage,R1,4,HKG,08:16.6,"LEE, Ka Man"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Repechage,R1,5,JPN1,08:18.4,"UEDA, Kanako"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,1,NZL,07:58.8,"EDWARD, Julia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,2,GER2,08:03.6,"DRAEGER, Marie-Louise"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,3,GRE1,08:08.5,"NIKOLAIDOU, Aikaterini"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,4,DEN,08:11.6,"PULTZ, Christina"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,5,AUS,08:17.4,"SIMMONDS, Maia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,6,GRE2,08:17.5,"TSIAVOU, Amalia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,1,NED1,07:56.4,"FRENKEN, Marie-Anne"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,2,NED2,07:57.9,"VAN HOOGENHUIJZE, Nienke"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,3,AUT1,08:02.7,"BORZACCHINI, Stefanie"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,4,ITA,08:03.9,"POLLINI, Giulia"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,5,RSA,08:11.2,"JOHNSTONE, Kate"
2014 World Rowing Cup III,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,6,JPN2,08:19.7,"FUKUMOTO, Atsumi"
2014 World Rowing Cup III,M2+,Men's Coxed Pair - Final,FA,1,GER,07:03.0,"KLUGE, Peter; EGLER, Alexander; WIESEN, Jonas"
2014 World Rowing Cup III,M2+,Men's Coxed Pair - Final,FA,2,GBR,07:03.6,"SINCLAIR, Alan; DURANT, Scott; FIELDMAN, Henry"
2014 World Rowing Cup III,M2+,Men's Coxed Pair - Final,FA,3,NED,07:15.8,"BROENINK, Stefan; DOORNBOS, Thomas; VAN DEN ENDE, Tim"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H1,1,LTU,06:33.0,"MASCINSKAS, Rolandas; RITTER, Saulius"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H1,2,GER,06:38.5,"GRUHNE, Hans; KRUEGER, Stephan"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H1,3,NED,06:53.6,"VAN LUIJK, Thijs; UITTENBOGAARD, Dirk"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H1,4,EST,06:55.5,"JAMSA, Andrei; ENDREKSON, Tonu"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H1,5,KOR,07:00.2,"KIM, Hwigwan; CHOI, Do-Sub"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H2,1,GBR,06:30.4,"COLLINS, John; WALTON, Jonathan"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H2,2,NZL,06:33.8,"MANSON, Robert; MANSON, Karl"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H2,3,CAN,06:41.2,"WILKINSON, Michael; VANKNOTSENBURG, Steven"
2014 World Rowing Cup III,M2x,Men's Double Sculls - Heat,H2,4,ESP,06:45.7,"PADILLA CAMARA, Ruben; GARCIA, Juan"
